MAESTRÍA |  |  |  | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS                                                                                                                                                               
 |  |  | Ciencias en: Producción y Salud Animal | 
 |  |  |  | UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO                                                                                                                                                        
 |  |  | Ciencias en: Zootecnia | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA AGRARIA ANTONIO NARRO                                                                                                                                                   
 |  |  | Ciencias Pecuarias | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES                                                                                                                                                         
 |  |  |  | UNIVERSIDAD DE COLIMA                                                                                                                                                                                   
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD DE GUANAJUATO                                                                                                                                                                            
 |  |  | Ciencias Veterinarias | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA                                                                                                                                                         
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  | Ciencias Zootécnicas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR                                                                                                                                                   
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SINALOA                                                                                                                                                                    
 |  |  | GanaderÍa | 
 |  |  |  | COLEGIO DE POSTGRADUADOS                                                                                                                                                                            
 |  |  | GanaderÍa Tropical | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIAPAS                                                                                                                                                                    
 |  |  | Producción Animal | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA CHAPINGO                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TLAXCALA                                                                                                                                                                  
 |  |  | Producción Animal en Zonas Áridas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE ZACATECAS                                                                                                                                                                
 |  |  | Producción Animal Tropical | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE YUCATÁN                                                                                                                                                                  
 |  |  | Sistemas de Producción Animal | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA                                                                                                                                                         
 | CIENCIAS DE LA SALUD |  |  | 
 |  | CIENCIAS BIOMÉDICAS |  | 
 |  |  | Biomedicina ClÍnica | 
 |  |  |  | FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS |  PUEBLA                                                                                                                                                 
 |  |  | Biomedicina Molecular | 
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  | Ciencias Básicas Biomédicas | 
 |  |  |  | UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO                                                                                                                                                        
 |  |  | Ciencias Biomédicas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE GUERRERO                                                                                                                                                                
 |  |  | Ciencias Biomédicas Básicas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  | Ciencias en: Biomedicina Molecular | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  | IngenierÍa Biomédica | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA METROPOLITANA                                                                                                                                                              
 |  |  |  | UNIVERSIDAD POPULAR AUTÓNOMA DEL ESTADO DE PUEBLA                                                                                                                                        
 |  | CIENCIAS DEL EJERCICIO |  | 
 |  |  | Ciencias Aplicadas a la Actividad FÍsica | 
 |  |  |  | UNIVERSIDAD VERACRUZANA                                                                                                                                                                              
 |  |  | Ciencias de la Actividad FÍsica | 
 |  |  |  | INSTITUTO DE EDUCACIÓN SUPERIOR JOSÉ VASCONCELOS                                                                                                                                           
 |  |  | Ciencias del Deporte | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA                                                                                                                                                                
 |  |  | Ciencias del Deporte y Alto Rendimiento | 
 |  |  |  | CENTRO UNIVERSITARIO DEL FÚTBOL Y CIENCIAS DEL DEPORTE |  S C                                                                                                                                
 |  |  | Ciencias del Ejercicio | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  | ENFERMERÍA |  | 
 |  |  | Ciencias de EnfermerÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  | Ciencias de la EnfermerÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE QUERÉTARO                                                                                                                                                               
 |  |  |  | UNIVERSIDAD DE GUANAJUATO                                                                                                                                                                            
 |  |  | EnfermerÍa | 
 |  |  |  | BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA                                                                                                                                                    
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA                                                                                                                                                                
 |  |  |  | UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO                                                                                                                                                        
 |  |  | EnfermerÍa en: Salud Comunitaria y Administración en Servicios de EnfermerÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO                                                                                                                                                    
 |  | FARMACOLOGÍA |  | 
 |  |  | Ciencias en: FarmacologÍa | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
 |  |  | Ciencias Farmacéuticas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA METROPOLITANA                                                                                                                                                              
 |  |  | Farmacia | 
 |  |  |  | UNIVERSIDAD AUTONÓMA DEL ESTADO DE MORELOS                                                                                                                                                  
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  | FarmacologÍa | 
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  | FarmacologÍa Básica | 
 |  |  |  | UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO                                                                                                                                            
 |  | INVESTIGACIÓN CLÍNICA |  | 
 |  |  | Investigación ClÍnica | 
 |  |  |  | BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA                                                                                                                                                    
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE COAHUILA                                                                                                                                                                  
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO                                                                                                                                                    
 |  |  |  | UNIVERSIDAD DE GUANAJUATO                                                                                                                                                                            
 |  |  |  | UNIVERSIDAD VERACRUZANA                                                                                                                                                                              
 |  | MEDICINA |  | 
 |  |  | Ciencias Forenses | 
 |  |  |  | INSTITUTO PARA LA FORMACIÓN DE LOS CUERPOS DE SEGURIDAD PÚBLICA DEL ESTADO                                                                                                       
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD DE LEÓN                                                                                                                                                                                      
 |  |  | Ciencias Médicas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA BENITO JUÁREZ DE OAXACA                                                                                                                                                
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE GUERRERO                                                                                                                                                                
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SINALOA                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD DE COLIMA                                                                                                                                                                                   
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD DE GUANAJUATO                                                                                                                                                                            
 |  |  |  | UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO                                                                                                                                                        
 |  |  |  | UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO                                                                                                                                                      
 |  |  |  | UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO                                                                                                                                            
 |  |  |  | UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO                                                                                                                                                        
 |  |  | Ciencias Médicas y BiotecnologÍa | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY                                                                                                                           
 |  |  | Medicina Forense | 
 |  |  |  | INSTITUTO DE CIENCIAS FORENSES Y PERICIALES DEL ESTADO DE PUEBLA |  S C                                                                                                                   
 |  |  |  | UNIVERSIDAD VERACRUZANA                                                                                                                                                                              
 |  |  | Medicina Homeopática | 
 |  |  |  | CENTRO DE ESTUDIOS DE MEDICINA HOMEOPÁTICA                                                                                                                                                    
 |  |  | Medicina Social | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA METROPOLITANA                                                                                                                                                              
 |  | NUTRICIÓN |  | 
 |  |  | Alimentación y Nutrición | 
 |  |  |  | UNIVERSIDAD DE CIENCIAS Y ARTES DEL ESTADO DE CHIAPAS                                                                                                                                       
 |  |  | Ciencia de los Alimentos y Nutrición Humana | 
 |  |  |  | UNIVERSIDAD LA SALLE |  A C                                                                                                                                                                                 
 |  |  | Ciencias en: Nutrición y Alimentos | 
 |  |  |  | CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO |  A C                                                                                                                                 
 |  |  | Nutrición | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA                                                                                                                                                         
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC                                                                                                                                                                  
 |  |  | Nutrición ClÍnica | 
 |  |  |  | UNIVERSIDAD ANÁHUAC                                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL COLIMA                                                                                                                                            
 |  |  | Nutrición Humana | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE QUERÉTARO                                                                                                                                                               
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD DEL DESARROLLO DEL ESTADO DE PUEBLA                                                                                                                                             
 |  | ODONTOLOGÍA |  | 
 |  |  | Ciencias Estomatológicas | 
 |  |  |  | BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA                                                                                                                                                    
 |  |  | Ciencias Odontológicas | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  |  | UNIVERSIDAD DE CIENCIAS Y ARTES DEL ESTADO DE CHIAPAS                                                                                                                                       
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO                                                                                                                                                        
 |  |  | Ciencias Odontológicas en: Ortodoncia | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO                                                                                                                                                    
 |  |  | Endodoncia | 
 |  |  |  | CENTRO DE ESTUDIOS ODONTOLÓGICOS DE GUERRERO |  A C                                                                                                                                         
 |  |  |  | UNIVERSIDAD AUTÓNOMA BENITO JUÁREZ DE OAXACA                                                                                                                                                
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  | Endo-Metaendodoncia | 
 |  |  |  | INSTITUTO DE ESTUDIOS AVANZADOS EN ODONTOLOGÍA DR  YURI KUTLER                                                                                                                        
 |  |  | OdontologÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NAYARIT                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  |  | UNIVERSIDAD LATINA DE MÉXICO                                                                                                                                                                          
 |  |  |  | UNIVERSIDAD LATINOAMERICANA |  S C                                                                                                                                                                     
 |  |  | OdontologÍa Avanzada | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  | Odontologia en: OdontopediatrÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA BENITO JUÁREZ DE OAXACA                                                                                                                                                
 |  |  | OdontologÍa en: Ortodoncia | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA BENITO JUÁREZ DE OAXACA                                                                                                                                                
 |  |  | OdontologÍa en: Rehabilitación Bucal | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA BENITO JUÁREZ DE OAXACA                                                                                                                                                
 |  |  | OdontologÍa Restauradora | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  | Ortodoncia | 
 |  |  |  | CENTRO DE ESTUDIOS ODONTOLÓGICOS DE GUERRERO |  A C                                                                                                                                         
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS                                                                                                                                                               
 |  |  |  | UNIVERSIDAD INTERCONTINENTAL                                                                                                                                                                        
 |  |  | Ortodoncia y Ortopedia Maxilofacial | 
 |  |  |  | CENTRO DE ESTUDIOS SUPERIORES DE ORTODONCIA |  A C                                                                                                                                            
 |  |  | Prostodoncia | 
 |  |  |  | UNIVERSIDAD VERACRUZANA                                                                                                                                                                              
 |  | OTRAS ESPECIALIDADES |  | 
 |  |  | Acupuntura | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE ZACATECAS                                                                                                                                                                
 |  |  | Audición y Lenguaje | 
 |  |  |  | UNIVERSIDAD MESOAMERICANA PUEBLA                                                                                                                                                                 
 |  |  | Ciencias en: InmunologÍa e InmunoparasitologÍa | 
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  | Ciencias en: MicrobiologÍa e InmunologÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  | Ciencias en: MorfologÍa | 
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  | Ciencias en: NeurobiologÍa | 
 |  |  |  | UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO                                                                                                                                                        
 |  |  | Ciencias en: NeurobiologÍa Celular y Molecular | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
 |  |  | Ciencias en: NeurofarmacologÍa y Terapéutica Experimental | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
 |  |  | Ciencias en: PatologÍa Experimental | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
 |  |  | Ciencias en: ToxicologÍa | 
 |  |  |  | CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN                                                                                                                                   
